        AOA          AOAHT        ELEV         ETAB         DYNP        FXHT         FZHT         MYHT         FXE          FZE          MYE          FXWB         FZWB         MYWB         FXTAB        FZTAB        MYTAB        
     -19.591      -13.474       -6.661        7.512         4604  -6.8528e+03  -2.8685e+04   2.5541e+05  -1.8731e+03  -7.8171e+03   6.9579e+04  -2.9993e+04  -1.2296e+05  -3.0764e+04   1.2621e+02   3.5463e+02  -2.9886e+03
     -19.591      -13.471       -6.661        7.512         4604  -6.8512e+03  -2.8679e+04   2.5535e+05  -1.8731e+03  -7.8171e+03   6.9579e+04  -3.0009e+04  -1.2302e+05  -3.0777e+04   1.2621e+02   3.5463e+02  -2.9886e+03
     -19.591      -13.204       -6.661        7.509         4604  -6.7153e+03  -2.8110e+04   2.5028e+05  -1.8731e+03  -7.8171e+03   6.9579e+04  -2.9873e+04  -1.2249e+05  -3.0663e+04   1.2616e+02   3.5448e+02  -2.9874e+03
     -19.592       32.332       -6.661        6.993         4604   1.6444e+04   6.8833e+04  -6.1286e+05  -1.8732e+03  -7.8171e+03   6.9578e+04   3.4395e+05   6.0388e+05   3.4079e+05   1.1750e+02   3.3012e+02  -2.7821e+03
     -19.592      -13.475       -6.661        7.512         4604  -6.8538e+03  -2.8687e+04   2.5542e+05  -1.8732e+03  -7.8171e+03   6.9578e+04  -2.8693e+04  -1.1783e+05  -2.9665e+04   1.2622e+02   3.5462e+02  -2.9885e+03
     -19.592      -13.472       -6.661        7.512         4604  -6.8523e+03  -2.8681e+04   2.5536e+05  -1.8732e+03  -7.8171e+03   6.9578e+04  -2.8712e+04  -1.1791e+05  -2.9682e+04   1.2622e+02   3.5462e+02  -2.9885e+03
     -19.592      -13.205       -6.661        7.509         4604  -6.7163e+03  -2.8112e+04   2.5030e+05  -1.8732e+03  -7.8171e+03   6.9578e+04  -2.8602e+04  -1.1748e+05  -2.9588e+04   1.2617e+02   3.5448e+02  -2.9873e+03
     -19.594       32.331       -6.661        6.993         4604   1.6445e+04   6.8830e+04  -6.1284e+05  -1.8733e+03  -7.8171e+03   6.9577e+04   3.4746e+05   6.0809e+05   3.4447e+05   1.1751e+02   3.3012e+02  -2.7820e+03
     -19.594      -13.476       -6.661        7.512         4604  -6.8548e+03  -2.8689e+04   2.5544e+05  -1.8733e+03  -7.8171e+03   6.9577e+04  -2.7436e+04  -1.1294e+05  -2.8598e+04   1.2623e+02   3.5462e+02  -2.9885e+03
     -19.594      -13.473       -6.661        7.512         4604  -6.8533e+03  -2.8683e+04   2.5538e+05  -1.8733e+03  -7.8171e+03   6.9577e+04  -2.7458e+04  -1.1302e+05  -2.8617e+04   1.2623e+02   3.5462e+02  -2.9885e+03
     -19.594      -13.206       -6.661        7.509         4604  -6.7173e+03  -2.8114e+04   2.5031e+05  -1.8733e+03  -7.8171e+03   6.9577e+04  -2.7372e+04  -1.1269e+05  -2.8544e+04   1.2618e+02   3.5448e+02  -2.9873e+03
     -19.595       32.330       -6.661        6.993         4604   1.6445e+04   6.8828e+04  -6.1281e+05  -1.8735e+03  -7.8170e+03   6.9576e+04   3.5082e+05   6.1211e+05   3.4800e+05   1.1752e+02   3.3012e+02  -2.7819e+03
     -19.595      -13.477       -6.661        7.512         4604  -6.8558e+03  -2.8691e+04   2.5545e+05  -1.8735e+03  -7.8170e+03   6.9576e+04  -2.6219e+04  -1.0825e+05  -2.7562e+04   1.2624e+02   3.5462e+02  -2.9884e+03
     -19.595      -13.474       -6.661        7.512         4604  -6.8543e+03  -2.8685e+04   2.5540e+05  -1.8735e+03  -7.8170e+03   6.9576e+04  -2.6246e+04  -1.0835e+05  -2.7584e+04   1.2624e+02   3.5462e+02  -2.9884e+03
     -19.595      -13.207       -6.661        7.509         4604  -6.7183e+03  -2.8116e+04   2.5033e+05  -1.8735e+03  -7.8170e+03   6.9576e+04  -2.6183e+04  -1.0812e+05  -2.7531e+04   1.2619e+02   3.5447e+02  -2.9872e+03
     -19.596       32.329       -6.661        6.993         4604   1.6446e+04   6.8826e+04  -6.1279e+05  -1.8736e+03  -7.8170e+03   6.9575e+04   3.5406e+05   6.1596e+05   3.5140e+05   1.1753e+02   3.3011e+02  -2.7819e+03
     -19.596      -13.478       -6.661        7.512         4604  -6.8567e+03  -2.8693e+04   2.5547e+05  -1.8736e+03  -7.8170e+03   6.9575e+04  -2.5043e+04  -1.0377e+05  -2.6556e+04   1.2625e+02   3.5462e+02  -2.9884e+03
     -19.596      -13.475       -6.661        7.512         4604  -6.8552e+03  -2.8687e+04   2.5541e+05  -1.8736e+03  -7.8170e+03   6.9575e+04  -2.5074e+04  -1.0389e+05  -2.6582e+04   1.2625e+02   3.5462e+02  -2.9883e+03
     -19.596      -13.208       -6.661        7.509         4604  -6.7192e+03  -2.8118e+04   2.5034e+05  -1.8736e+03  -7.8170e+03   6.9575e+04  -2.5034e+04  -1.0374e+05  -2.6548e+04   1.2620e+02   3.5447e+02  -2.9871e+03
     -19.598       32.328       -6.661        6.993         4604   1.6447e+04   6.8823e+04  -6.1276e+05  -1.8737e+03  -7.8170e+03   6.9574e+04   3.5717e+05   6.1963e+05   3.5467e+05   1.1753e+02   3.3011e+02  -2.7818e+03
     -19.598      -13.479       -6.661        7.512         4604  -6.8577e+03  -2.8695e+04   2.5548e+05  -1.8737e+03  -7.8170e+03   6.9574e+04  -2.3906e+04  -9.9490e+04  -2.5581e+04   1.2626e+02   3.5461e+02  -2.9883e+03
     -19.598      -13.476       -6.661        7.512         4604  -6.8562e+03  -2.8689e+04   2.5543e+05  -1.8737e+03  -7.8170e+03   6.9574e+04  -2.3941e+04  -9.9618e+04  -2.5610e+04   1.2626e+02   3.5461e+02  -2.9883e+03
     -19.598      -13.209       -6.661        7.509         4604  -6.7202e+03  -2.8120e+04   2.5036e+05  -1.8737e+03  -7.8170e+03   6.9574e+04  -2.3923e+04  -9.9552e+04  -2.5595e+04   1.2621e+02   3.5447e+02  -2.9871e+03
     -19.599       32.327       -6.661        6.993         4604   1.6447e+04   6.8821e+04  -6.1274e+05  -1.8738e+03  -7.8169e+03   6.9573e+04   3.6016e+05   6.2315e+05   3.5781e+05   1.1754e+02   3.3011e+02  -2.7818e+03
     -19.599      -13.480       -6.661        7.512         4604  -6.8586e+03  -2.8697e+04   2.5550e+05  -1.8738e+03  -7.8169e+03   6.9573e+04  -2.2808e+04  -9.5391e+04  -2.4635e+04   1.2627e+02   3.5461e+02  -2.9882e+03
     -19.599      -13.477       -6.661        7.512         4604  -6.8571e+03  -2.8691e+04   2.5544e+05  -1.8738e+03  -7.8169e+03   6.9573e+04  -2.2847e+04  -9.5534e+04  -2.4668e+04   1.2627e+02   3.5461e+02  -2.9882e+03
     -19.599      -13.209       -6.661        7.509         4604  -6.7211e+03  -2.8121e+04   2.5037e+05  -1.8738e+03  -7.8169e+03   6.9573e+04  -2.2850e+04  -9.5546e+04  -2.4671e+04   1.2621e+02   3.5447e+02  -2.9870e+03
     -19.601       32.326       -6.661        6.993         4604   1.6448e+04   6.8819e+04  -6.1271e+05  -1.8740e+03  -7.8169e+03   6.9573e+04   3.6303e+05   6.2651e+05   3.6082e+05   1.1755e+02   3.3011e+02  -2.7817e+03
     -19.601      -13.481       -6.661        7.512         4604  -6.8595e+03  -2.8699e+04   2.5551e+05  -1.8740e+03  -7.8169e+03   6.9573e+04  -2.1747e+04  -9.1468e+04  -2.3719e+04   1.2627e+02   3.5461e+02  -2.9882e+03
     -19.601      -13.478       -6.661        7.512         4604  -6.8581e+03  -2.8693e+04   2.5546e+05  -1.8740e+03  -7.8169e+03   6.9573e+04  -2.1790e+04  -9.1626e+04  -2.3756e+04   1.2627e+02   3.5461e+02  -2.9882e+03
     -19.601      -13.210       -6.661        7.509         4604  -6.7220e+03  -2.8123e+04   2.5039e+05  -1.8740e+03  -7.8169e+03   6.9573e+04  -2.1814e+04  -9.1712e+04  -2.3776e+04   1.2622e+02   3.5446e+02  -2.9870e+03
     -19.602       32.325       -6.661        6.993         4604   1.6449e+04   6.8817e+04  -6.1269e+05  -1.8741e+03  -7.8169e+03   6.9572e+04   3.6578e+05   6.2973e+05   3.6372e+05   1.1756e+02   3.3011e+02  -2.7817e+03
     -19.602      -13.482       -6.661        7.512         4604  -6.8604e+03  -2.8701e+04   2.5552e+05  -1.8741e+03  -7.8169e+03   6.9572e+04  -2.0722e+04  -8.7712e+04  -2.2831e+04   1.2628e+02   3.5461e+02  -2.9881e+03
     -19.602      -13.479       -6.661        7.512         4604  -6.8590e+03  -2.8694e+04   2.5547e+05  -1.8741e+03  -7.8169e+03   6.9572e+04  -2.0770e+04  -8.7886e+04  -2.2873e+04   1.2628e+02   3.5461e+02  -2.9881e+03
     -19.602      -13.211       -6.661        7.509         4604  -6.7229e+03  -2.8125e+04   2.5040e+05  -1.8741e+03  -7.8169e+03   6.9572e+04  -2.0813e+04  -8.8042e+04  -2.2910e+04   1.2623e+02   3.5446e+02  -2.9869e+03
     -19.603       32.324       -6.661        6.993         4604   1.6449e+04   6.8815e+04  -6.1266e+05  -1.8742e+03  -7.8168e+03   6.9571e+04   3.6844e+05   6.3281e+05   3.6651e+05   1.1756e+02   3.3010e+02  -2.7816e+03
     -19.603      -13.482       -6.661        7.512         4604  -6.8613e+03  -2.8702e+04   2.5554e+05  -1.8742e+03  -7.8168e+03   6.9571e+04  -1.9733e+04  -8.4117e+04  -2.1972e+04   1.2629e+02   3.5460e+02  -2.9881e+03
     -19.603      -13.480       -6.661        7.512         4604  -6.8599e+03  -2.8696e+04   2.5548e+05  -1.8742e+03  -7.8168e+03   6.9571e+04  -1.9785e+04  -8.4307e+04  -2.2018e+04   1.2629e+02   3.5460e+02  -2.9881e+03
     -19.603      -13.212       -6.661        7.509         4604  -6.7238e+03  -2.8127e+04   2.5042e+05  -1.8742e+03  -7.8168e+03   6.9571e+04  -1.9847e+04  -8.4529e+04  -2.2072e+04   1.2624e+02   3.5446e+02  -2.9869e+03
     -19.604       32.324       -6.661        6.993         4604   1.6450e+04   6.8812e+04  -6.1264e+05  -1.8743e+03  -7.8168e+03   6.9570e+04   3.7098e+05   6.3576e+05   3.6919e+05   1.1757e+02   3.3010e+02  -2.7816e+03
     -19.604      -13.483       -6.661        7.512         4604  -6.8622e+03  -2.8704e+04   2.5555e+05  -1.8743e+03  -7.8168e+03   6.9570e+04  -1.8777e+04  -8.0674e+04  -2.1141e+04   1.2630e+02   3.5460e+02  -2.9880e+03
     -19.604      -13.480       -6.661        7.512         4604  -6.8608e+03  -2.8698e+04   2.5550e+05  -1.8743e+03  -7.8168e+03   6.9570e+04  -1.8835e+04  -8.0881e+04  -2.1191e+04   1.2630e+02   3.5460e+02  -2.9880e+03
     -19.604      -13.213       -6.661        7.509         4604  -6.7247e+03  -2.8129e+04   2.5043e+05  -1.8743e+03  -7.8168e+03   6.9570e+04  -1.8914e+04  -8.1165e+04  -2.1260e+04   1.2625e+02   3.5446e+02  -2.9868e+03
     -19.606       32.323       -6.661        6.993         4604   1.6450e+04   6.8810e+04  -6.1262e+05  -1.8744e+03  -7.8168e+03   6.9570e+04   3.7343e+05   6.3858e+05   3.7177e+05   1.1758e+02   3.3010e+02  -2.7815e+03
     -19.606      -13.484       -6.661        7.512         4604  -6.8631e+03  -2.8706e+04   2.5557e+05  -1.8744e+03  -7.8168e+03   6.9570e+04  -1.7855e+04  -7.7377e+04  -2.0337e+04   1.2631e+02   3.5460e+02  -2.9880e+03
     -19.606      -13.481       -6.661        7.512         4604  -6.8616e+03  -2.8700e+04   2.5551e+05  -1.8744e+03  -7.8168e+03   6.9570e+04  -1.7918e+04  -7.7601e+04  -2.0392e+04   1.2631e+02   3.5460e+02  -2.9879e+03
     -19.606      -13.214       -6.661        7.509         4604  -6.7255e+03  -2.8130e+04   2.5044e+05  -1.8744e+03  -7.8168e+03   6.9570e+04  -1.8014e+04  -7.7942e+04  -2.0476e+04   1.2626e+02   3.5446e+02  -2.9867e+03
     -19.607       32.322       -6.661        6.993         4604   1.6451e+04   6.8808e+04  -6.1260e+05  -1.8746e+03  -7.8168e+03   6.9569e+04   3.7578e+05   6.4128e+05   3.7425e+05   1.1759e+02   3.3010e+02  -2.7815e+03
     -19.607      -13.485       -6.661        7.512         4604  -6.8640e+03  -2.8708e+04   2.5558e+05  -1.8746e+03  -7.8168e+03   6.9569e+04  -1.6965e+04  -7.4217e+04  -1.9559e+04   1.2631e+02   3.5460e+02  -2.9879e+03
     -19.607      -13.482       -6.661        7.512         4604  -6.8625e+03  -2.8701e+04   2.5553e+05  -1.8746e+03  -7.8168e+03   6.9569e+04  -1.7034e+04  -7.4459e+04  -1.9618e+04   1.2631e+02   3.5460e+02  -2.9879e+03
     -19.607      -13.215       -6.661        7.509         4604  -6.7264e+03  -2.8132e+04   2.5046e+05  -1.8746e+03  -7.8168e+03   6.9569e+04  -1.7146e+04  -7.4855e+04  -1.9717e+04   1.2626e+02   3.5445e+02  -2.9867e+03
     -19.608       32.321       -6.661        6.993         4604   1.6452e+04   6.8806e+04  -6.1257e+05  -1.8747e+03  -7.8167e+03   6.9568e+04   3.7805e+05   6.4387e+05   3.7663e+05   1.1759e+02   3.3009e+02  -2.7814e+03
     -19.608      -13.486       -6.661        7.512         4604  -6.8648e+03  -2.8709e+04   2.5559e+05  -1.8747e+03  -7.8167e+03   6.9568e+04  -1.6107e+04  -7.1189e+04  -1.8806e+04   1.2632e+02   3.5460e+02  -2.9879e+03
     -19.608      -13.483       -6.661        7.512         4604  -6.8634e+03  -2.8703e+04   2.5554e+05  -1.8747e+03  -7.8167e+03   6.9568e+04  -1.6181e+04  -7.1449e+04  -1.8871e+04   1.2632e+02   3.5459e+02  -2.9878e+03
     -19.608      -13.216       -6.661        7.509         4604  -6.7272e+03  -2.8134e+04   2.5047e+05  -1.8747e+03  -7.8167e+03   6.9568e+04  -1.6308e+04  -7.1897e+04  -1.8983e+04   1.2627e+02   3.5445e+02  -2.9866e+03
     -19.609       32.320       -6.661        6.993         4604   1.6452e+04   6.8804e+04  -6.1255e+05  -1.8748e+03  -7.8167e+03   6.9567e+04   3.8022e+05   6.4635e+05   3.7892e+05   1.1760e+02   3.3009e+02  -2.7814e+03
     -19.609      -13.487       -6.661        7.512         4604  -6.8656e+03  -2.8711e+04   2.5561e+05  -1.8748e+03  -7.8167e+03   6.9567e+04  -1.5278e+04  -6.8287e+04  -1.8079e+04   1.2633e+02   3.5459e+02  -2.9878e+03
     -19.609      -13.484       -6.661        7.512         4604  -6.8642e+03  -2.8705e+04   2.5555e+05  -1.8748e+03  -7.8167e+03   6.9567e+04  -1.5358e+04  -6.8566e+04  -1.8149e+04   1.2633e+02   3.5459e+02  -2.9878e+03
     -19.609      -13.216       -6.661        7.509         4604  -6.7281e+03  -2.8136e+04   2.5048e+05  -1.8748e+03  -7.8167e+03   6.9567e+04  -1.5500e+04  -6.9062e+04  -1.8274e+04   1.2628e+02   3.5445e+02  -2.9866e+03
     -19.610       32.319       -6.661        6.993         4604   1.6453e+04   6.8802e+04  -6.1253e+05  -1.8749e+03  -7.8167e+03   6.9567e+04   3.8231e+05   6.4872e+05   3.8112e+05   1.1761e+02   3.3009e+02  -2.7813e+03
     -19.610      -13.488       -6.661        7.512         4604  -6.8665e+03  -2.8713e+04   2.5562e+05  -1.8749e+03  -7.8167e+03   6.9567e+04  -1.4479e+04  -6.5505e+04  -1.7375e+04   1.2634e+02   3.5459e+02  -2.9877e+03
     -19.610      -13.485       -6.661        7.512         4604  -6.8650e+03  -2.8707e+04   2.5557e+05  -1.8749e+03  -7.8167e+03   6.9567e+04  -1.4565e+04  -6.5803e+04  -1.7451e+04   1.2634e+02   3.5459e+02  -2.9877e+03
     -19.610      -13.217       -6.661        7.509         4604  -6.7289e+03  -2.8137e+04   2.5050e+05  -1.8749e+03  -7.8167e+03   6.9567e+04  -1.4720e+04  -6.6343e+04  -1.7588e+04   1.2629e+02   3.5445e+02  -2.9865e+03
     -19.612       32.319       -6.661        6.993         4604   1.6453e+04   6.8800e+04  -6.1251e+05  -1.8750e+03  -7.8166e+03   6.9566e+04   3.8432e+05   6.5100e+05   3.8324e+05   1.1762e+02   3.3009e+02  -2.7813e+03
     -19.612      -13.488       -6.661        7.512         4604  -6.8673e+03  -2.8714e+04   2.5563e+05  -1.8750e+03  -7.8166e+03   6.9566e+04  -1.3707e+04  -6.2837e+04  -1.6696e+04   1.2634e+02   3.5459e+02  -2.9877e+03
     -19.612      -13.486       -6.661        7.512         4604  -6.8659e+03  -2.8708e+04   2.5558e+05  -1.8750e+03  -7.8166e+03   6.9566e+04  -1.3800e+04  -6.3155e+04  -1.6777e+04   1.2634e+02   3.5459e+02  -2.9877e+03
     -19.612      -13.218       -6.661        7.509         4604  -6.7297e+03  -2.8139e+04   2.5051e+05  -1.8750e+03  -7.8166e+03   6.9566e+04  -1.3968e+04  -6.3737e+04  -1.6926e+04   1.2629e+02   3.5444e+02  -2.9865e+03
     -19.613       32.318       -6.661        6.993         4604   1.6454e+04   6.8798e+04  -6.1249e+05  -1.8751e+03  -7.8166e+03   6.9565e+04   3.8625e+05   6.5318e+05   3.8528e+05   1.1762e+02   3.3009e+02  -2.7812e+03
     -19.613      -13.489       -6.661        7.512         4604  -6.8681e+03  -2.8716e+04   2.5564e+05  -1.8751e+03  -7.8166e+03   6.9565e+04  -1.2963e+04  -6.0278e+04  -1.6039e+04   1.2635e+02   3.5459e+02  -2.9876e+03
     -19.613      -13.486       -6.661        7.512         4604  -6.8667e+03  -2.8710e+04   2.5559e+05  -1.8751e+03  -7.8166e+03   6.9565e+04  -1.3062e+04  -6.0616e+04  -1.6126e+04   1.2635e+02   3.5459e+02  -2.9876e+03
     -19.613      -13.219       -6.661        7.509         4604  -6.7305e+03  -2.8140e+04   2.5052e+05  -1.8751e+03  -7.8166e+03   6.9565e+04  -1.3243e+04  -6.1237e+04  -1.6286e+04   1.2630e+02   3.5444e+02  -2.9864e+03
     -19.614       32.317       -6.661        6.993         4604   1.6454e+04   6.8797e+04  -6.1247e+05  -1.8752e+03  -7.8166e+03   6.9565e+04   3.8811e+05   6.5528e+05   3.8724e+05   1.1763e+02   3.3008e+02  -2.7812e+03
     -19.614      -13.490       -6.661        7.512         4604  -6.8689e+03  -2.8717e+04   2.5566e+05  -1.8752e+03  -7.8166e+03   6.9565e+04  -1.2245e+04  -5.7823e+04  -1.5404e+04   1.2636e+02   3.5458e+02  -2.9876e+03
     -19.614      -13.487       -6.661        7.512         4604  -6.8675e+03  -2.8711e+04   2.5560e+05  -1.8752e+03  -7.8166e+03   6.9565e+04  -1.2351e+04  -5.8182e+04  -1.5498e+04   1.2636e+02   3.5458e+02  -2.9876e+03
     -19.614      -13.220       -6.661        7.509         4604  -6.7313e+03  -2.8142e+04   2.5053e+05  -1.8752e+03  -7.8166e+03   6.9565e+04  -1.2543e+04  -5.8840e+04  -1.5668e+04   1.2631e+02   3.5444e+02  -2.9864e+03
     -19.615       32.316       -6.661        6.993         4604   1.6455e+04   6.8795e+04  -6.1244e+05  -1.8753e+03  -7.8166e+03   6.9564e+04   3.8990e+05   6.5728e+05   3.8912e+05   1.1764e+02   3.3008e+02  -2.7811e+03
     -19.615      -13.491       -6.661        7.512         4604  -6.8697e+03  -2.8719e+04   2.5567e+05  -1.8753e+03  -7.8166e+03   6.9564e+04  -1.1552e+04  -5.5467e+04  -1.4791e+04   1.2637e+02   3.5458e+02  -2.9875e+03
     -19.615      -13.488       -6.661        7.512         4604  -6.8683e+03  -2.8713e+04   2.5562e+05  -1.8753e+03  -7.8166e+03   6.9564e+04  -1.1665e+04  -5.5847e+04  -1.4890e+04   1.2637e+02   3.5458e+02  -2.9875e+03
     -19.615      -13.220       -6.661        7.509         4604  -6.7321e+03  -2.8144e+04   2.5055e+05  -1.8753e+03  -7.8166e+03   6.9564e+04  -1.1869e+04  -5.6539e+04  -1.5071e+04   1.2632e+02   3.5444e+02  -2.9863e+03
     -19.616       32.315       -6.661        6.993         4604   1.6455e+04   6.8793e+04  -6.1242e+05  -1.8754e+03  -7.8165e+03   6.9563e+04   3.9162e+05   6.5921e+05   3.9094e+05   1.1764e+02   3.3008e+02  -2.7811e+03
     -19.616      -13.491       -6.661        7.512         4604  -6.8705e+03  -2.8721e+04   2.5568e+05  -1.8754e+03  -7.8165e+03   6.9563e+04  -1.0884e+04  -5.3205e+04  -1.4198e+04   1.2637e+02   3.5458e+02  -2.9875e+03
     -19.616      -13.489       -6.661        7.512         4604  -6.8691e+03  -2.8715e+04   2.5563e+05  -1.8754e+03  -7.8165e+03   6.9563e+04  -1.1004e+04  -5.3608e+04  -1.4304e+04   1.2637e+02   3.5458e+02  -2.9875e+03
     -19.616      -13.221       -6.661        7.509         4604  -6.7328e+03  -2.8145e+04   2.5056e+05  -1.8754e+03  -7.8165e+03   6.9563e+04  -1.1218e+04  -5.4331e+04  -1.4494e+04   1.2632e+02   3.5444e+02  -2.9863e+03
     -19.617       32.315       -6.661        6.993         4604   1.6456e+04   6.8791e+04  -6.1240e+05  -1.8755e+03  -7.8165e+03   6.9562e+04   3.9327e+05   6.6106e+05   3.9268e+05   1.1765e+02   3.3008e+02  -2.7810e+03
     -19.617      -13.492       -6.661        7.512         4604  -6.8712e+03  -2.8722e+04   2.5569e+05  -1.8755e+03  -7.8165e+03   6.9562e+04  -1.0240e+04  -5.1034e+04  -1.3626e+04   1.2638e+02   3.5458e+02  -2.9874e+03
     -19.617      -13.489       -6.661        7.512         4604  -6.8698e+03  -2.8716e+04   2.5564e+05  -1.8755e+03  -7.8165e+03   6.9562e+04  -1.0366e+04  -5.1459e+04  -1.3739e+04   1.2638e+02   3.5458e+02  -2.9874e+03
     -19.617      -13.222       -6.661        7.509         4604  -6.7336e+03  -2.8147e+04   2.5057e+05  -1.8755e+03  -7.8165e+03   6.9562e+04  -1.0590e+04  -5.2211e+04  -1.3937e+04   1.2633e+02   3.5443e+02  -2.9862e+03
     -19.618       32.314       -6.661        6.993         4604   1.6457e+04   6.8789e+04  -6.1238e+05  -1.8756e+03  -7.8165e+03   6.9562e+04   3.9487e+05   6.6283e+05   3.9436e+05   1.1766e+02   3.3008e+02  -2.7810e+03
     -19.618      -13.493       -6.661        7.512         4604  -6.8720e+03  -2.8724e+04   2.5571e+05  -1.8756e+03  -7.8165e+03   6.9562e+04  -9.6177e+03  -4.8950e+04  -1.3073e+04   1.2639e+02   3.5458e+02  -2.9874e+03
     -19.618      -13.490       -6.661        7.512         4604  -6.8706e+03  -2.8718e+04   2.5565e+05  -1.8756e+03  -7.8165e+03   6.9562e+04  -9.7518e+03  -4.9397e+04  -1.3193e+04   1.2639e+02   3.5458e+02  -2.9874e+03
     -19.618      -13.223       -6.661        7.509         4604  -6.7344e+03  -2.8148e+04   2.5058e+05  -1.8756e+03  -7.8165e+03   6.9562e+04  -9.9845e+03  -5.0176e+04  -1.3400e+04   1.2634e+02   3.5443e+02  -2.9862e+03
     -19.620       32.313       -6.661        6.993         4604   1.6457e+04   6.8787e+04  -6.1236e+05  -1.8757e+03  -7.8165e+03   6.9561e+04   3.9640e+05   6.6453e+05   3.9598e+05   1.1766e+02   3.3008e+02  -2.7809e+03
     -19.620      -13.494       -6.661        7.512         4604  -6.8728e+03  -2.8725e+04   2.5572e+05  -1.8757e+03  -7.8165e+03   6.9561e+04  -9.0177e+03  -4.6947e+04  -1.2539e+04   1.2639e+02   3.5457e+02  -2.9874e+03
     -19.620      -13.491       -6.661        7.512         4604  -6.8714e+03  -2.8719e+04   2.5566e+05  -1.8757e+03  -7.8165e+03   6.9561e+04  -9.1594e+03  -4.7418e+04  -1.2665e+04   1.2639e+02   3.5457e+02  -2.9873e+03
     -19.620      -13.224       -6.661        7.509         4604  -6.7351e+03  -2.8150e+04   2.5060e+05  -1.8757e+03  -7.8165e+03   6.9561e+04  -9.4005e+03  -4.8222e+04  -1.2880e+04   1.2634e+02   3.5443e+02  -2.9861e+03
     -19.621       32.312       -6.661        6.993         4604   1.6458e+04   6.8785e+04  -6.1234e+05  -1.8759e+03  -7.8164e+03   6.9561e+04   3.9787e+05   6.6616e+05   3.9754e+05   1.1767e+02   3.3007e+02  -2.7809e+03
     -19.621      -13.495       -6.661        7.512         4604  -6.8735e+03  -2.8727e+04   2.5573e+05  -1.8759e+03  -7.8164e+03   6.9561e+04  -8.4388e+03  -4.5023e+04  -1.2023e+04   1.2640e+02   3.5457e+02  -2.9873e+03
     -19.621      -13.492       -6.661        7.512         4604  -6.8721e+03  -2.8721e+04   2.5568e+05  -1.8759e+03  -7.8164e+03   6.9561e+04  -8.5883e+03  -4.5519e+04  -1.2157e+04   1.2640e+02   3.5457e+02  -2.9873e+03
     -19.621      -13.224       -6.661        7.509         4604  -6.7359e+03  -2.8151e+04   2.5061e+05  -1.8759e+03  -7.8164e+03   6.9561e+04  -8.8372e+03  -4.6344e+04  -1.2378e+04   1.2635e+02   3.5443e+02  -2.9861e+03
     -19.622       32.312       -6.661        6.993         4604   1.6458e+04   6.8784e+04  -6.1232e+05  -1.8760e+03  -7.8164e+03   6.9560e+04   3.9929e+05   6.6773e+05   3.9904e+05   1.1767e+02   3.3007e+02  -2.7809e+03
     -19.622      -13.495       -6.661        7.512         4604  -6.8743e+03  -2.8728e+04   2.5574e+05  -1.8760e+03  -7.8164e+03   6.9560e+04  -7.8802e+03  -4.3175e+04  -1.1525e+04   1.2641e+02   3.5457e+02  -2.9873e+03
     -19.622      -13.493       -6.661        7.512         4604  -6.8729e+03  -2.8722e+04   2.5569e+05  -1.8760e+03  -7.8164e+03   6.9560e+04  -8.0377e+03  -4.3694e+04  -1.1665e+04   1.2641e+02   3.5457e+02  -2.9872e+03
     -19.622      -13.225       -6.661        7.509         4604  -6.7366e+03  -2.8153e+04   2.5062e+05  -1.8760e+03  -7.8164e+03   6.9560e+04  -8.2938e+03  -4.4541e+04  -1.1894e+04   1.2636e+02   3.5443e+02  -2.9860e+03
     -19.623       32.311       -6.661        6.993         4604   1.6459e+04   6.8782e+04  -6.1230e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   4.0066e+05   6.6924e+05   4.0048e+05   1.1768e+02   3.3007e+02  -2.7808e+03
     -19.623      -13.496       -6.661        7.512         4604  -6.8750e+03  -2.8730e+04   2.5575e+05  -1.8761e+03  -7.8164e+03   6.9559e+04  -7.3412e+03  -4.1398e+04  -1.1043e+04   1.2641e+02   3.5457e+02  -2.9872e+03
     -19.623      -13.493       -6.661        7.512         4604  -6.8736e+03  -2.8724e+04   2.5570e+05  -1.8761e+03  -7.8164e+03   6.9559e+04  -7.5069e+03  -4.1943e+04  -1.1191e+04   1.2641e+02   3.5457e+02  -2.9872e+03
     -19.623      -13.226       -6.661        7.509         4604  -6.7374e+03  -2.8154e+04   2.5063e+05  -1.8761e+03  -7.8164e+03   6.9559e+04  -7.7696e+03  -4.2808e+04  -1.1426e+04   1.2636e+02   3.5442e+02  -2.9860e+03
     -19.624       32.310       -6.661        6.993         4604   1.6459e+04   6.8780e+04  -6.1228e+05  -1.8762e+03  -7.8164e+03   6.9559e+04   4.0197e+05   6.7069e+05   4.0187e+05   1.1769e+02   3.3007e+02  -2.7808e+03
     -19.624      -13.497       -6.661        7.512         4604  -6.8757e+03  -2.8731e+04   2.5576e+05  -1.8762e+03  -7.8164e+03   6.9559e+04  -6.8211e+03  -3.9690e+04  -1.0578e+04   1.2642e+02   3.5457e+02  -2.9872e+03
     -19.624      -13.494       -6.661        7.512         4604  -6.8743e+03  -2.8725e+04   2.5571e+05  -1.8762e+03  -7.8164e+03   6.9559e+04  -6.9951e+03  -4.0260e+04  -1.0734e+04   1.2642e+02   3.5457e+02  -2.9872e+03
