        AOA          AOAHT        ELEV         ETAB         DYNP        FXHT         FZHT         MYHT         FXE          FZE          MYE          FXWB         FZWB         MYWB         FXTAB        FZTAB        MYTAB        
     -19.625      -24.904       -6.661        7.642         4604  -1.2688e+04  -5.3014e+04   4.7193e+05  -1.8763e+03  -7.8163e+03   6.9558e+04   3.0675e+03  -8.3629e+03  -1.6520e+03   1.2861e+02   3.6066e+02  -3.0385e+03
     -19.625      -22.689       -6.661        7.617         4604  -1.1559e+04  -4.8299e+04   4.2995e+05  -1.8763e+03  -7.8163e+03   6.9558e+04   3.8759e+03  -5.8884e+03  -9.1577e+02   1.2818e+02   3.5948e+02  -3.0285e+03
     -19.625       23.572       -6.661        7.092         4604   1.2009e+04   5.0179e+04  -4.4669e+05  -1.8763e+03  -7.8163e+03   6.9558e+04   4.3022e+05   7.0158e+05   4.3173e+05   1.1936e+02   3.3474e+02  -2.8201e+03
     -19.625      -21.076       -6.661        7.598         4604  -1.0738e+04  -4.4865e+04   3.9939e+05  -1.8763e+03  -7.8163e+03   6.9558e+04   5.4878e+03  -9.9117e+02   5.5477e+02   1.2788e+02   3.5862e+02  -3.0213e+03
     -19.625      -24.906       -6.661        7.642         4604  -1.2689e+04  -5.3018e+04   4.7196e+05  -1.8763e+03  -7.8163e+03   6.9558e+04   3.0006e+03  -8.5680e+03  -1.7128e+03   1.2861e+02   3.6067e+02  -3.0385e+03
     -19.625      -22.691       -6.661        7.617         4604  -1.1560e+04  -4.8303e+04   4.2999e+05  -1.8763e+03  -7.8163e+03   6.9558e+04   3.8189e+03  -6.0626e+03  -9.6775e+02   1.2818e+02   3.5948e+02  -3.0285e+03
     -19.625       23.570       -6.661        7.092         4604   1.2008e+04   5.0175e+04  -4.4666e+05  -1.8763e+03  -7.8163e+03   6.9558e+04   4.3009e+05   7.0143e+05   4.3158e+05   1.1936e+02   3.3474e+02  -2.8201e+03
     -19.625      -21.078       -6.661        7.598         4604  -1.0738e+04  -4.4869e+04   3.9942e+05  -1.8763e+03  -7.8163e+03   6.9558e+04   5.4366e+03  -1.1458e+03   5.0805e+02   1.2787e+02   3.5862e+02  -3.0213e+03
     -19.625      -24.908       -6.661        7.642         4604  -1.2689e+04  -5.3022e+04   4.7200e+05  -1.8763e+03  -7.8163e+03   6.9558e+04   2.9335e+03  -8.7742e+03  -1.7739e+03   1.2860e+02   3.6067e+02  -3.0385e+03
     -19.625      -22.693       -6.661        7.617         4604  -1.1561e+04  -4.8307e+04   4.3002e+05  -1.8763e+03  -7.8163e+03   6.9558e+04   3.7615e+03  -6.2380e+03  -1.0201e+03   1.2818e+02   3.5948e+02  -3.0285e+03
     -19.625       23.569       -6.661        7.092         4604   1.2007e+04   5.0172e+04  -4.4663e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   4.2995e+05   7.0129e+05   4.3143e+05   1.1936e+02   3.3474e+02  -2.8201e+03
     -19.625      -21.080       -6.661        7.598         4604  -1.0739e+04  -4.4873e+04   3.9946e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   5.3851e+03  -1.3017e+03   4.6099e+02   1.2787e+02   3.5862e+02  -3.0213e+03
     -19.625      -24.909       -6.661        7.642         4604  -1.2690e+04  -5.3025e+04   4.7203e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   2.8661e+03  -8.9813e+03  -1.8352e+03   1.2860e+02   3.6067e+02  -3.0385e+03
     -19.625      -22.694       -6.661        7.617         4604  -1.1562e+04  -4.8310e+04   4.3005e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   3.7037e+03  -6.4145e+03  -1.0727e+03   1.2818e+02   3.5948e+02  -3.0286e+03
     -19.625       23.567       -6.661        7.092         4604   1.2006e+04   5.0168e+04  -4.4660e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   4.2981e+05   7.0114e+05   4.3128e+05   1.1936e+02   3.3474e+02  -2.8201e+03
     -19.625      -21.081       -6.661        7.598         4604  -1.0740e+04  -4.4877e+04   3.9949e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   5.3332e+03  -1.4587e+03   4.1360e+02   1.2787e+02   3.5862e+02  -3.0213e+03
     -19.625      -24.911       -6.661        7.642         4604  -1.2691e+04  -5.3029e+04   4.7206e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   2.7984e+03  -9.1894e+03  -1.8968e+03   1.2860e+02   3.6067e+02  -3.0386e+03
     -19.625      -22.696       -6.661        7.617         4604  -1.1562e+04  -4.8314e+04   4.3009e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   3.6457e+03  -6.5920e+03  -1.1255e+03   1.2818e+02   3.5948e+02  -3.0286e+03
     -19.624       23.565       -6.661        7.092         4604   1.2005e+04   5.0165e+04  -4.4657e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   4.2966e+05   7.0099e+05   4.3113e+05   1.1936e+02   3.3474e+02  -2.8201e+03
     -19.624      -21.083       -6.661        7.598         4604  -1.0741e+04  -4.4880e+04   3.9952e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   5.2810e+03  -1.6168e+03   3.6590e+02   1.2787e+02   3.5862e+02  -3.0213e+03
     -19.624      -24.912       -6.661        7.642         4604  -1.2692e+04  -5.3032e+04   4.7209e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   2.7305e+03  -9.3984e+03  -1.9586e+03   1.2860e+02   3.6067e+02  -3.0386e+03
     -19.624      -22.697       -6.661        7.617         4604  -1.1563e+04  -4.8317e+04   4.3012e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   3.5873e+03  -6.7706e+03  -1.1787e+03   1.2818e+02   3.5949e+02  -3.0286e+03
     -19.624       23.564       -6.661        7.092         4604   1.2004e+04   5.0161e+04  -4.4654e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   4.2952e+05   7.0084e+05   4.3098e+05   1.1936e+02   3.3474e+02  -2.8202e+03
     -19.624      -21.085       -6.661        7.598         4604  -1.0741e+04  -4.4883e+04   3.9955e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   5.2284e+03  -1.7759e+03   3.1790e+02   1.2787e+02   3.5862e+02  -3.0213e+03
     -19.624      -24.914       -6.661        7.642         4604  -1.2692e+04  -5.3035e+04   4.7212e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   2.6623e+03  -9.6082e+03  -2.0206e+03   1.2860e+02   3.6067e+02  -3.0386e+03
     -19.624      -22.699       -6.661        7.617         4604  -1.1564e+04  -4.8320e+04   4.3015e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   3.5287e+03  -6.9500e+03  -1.2321e+03   1.2818e+02   3.5949e+02  -3.0286e+03
     -19.624       23.562       -6.661        7.092         4604   1.2003e+04   5.0158e+04  -4.4651e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   4.2938e+05   7.0069e+05   4.3083e+05   1.1936e+02   3.3475e+02  -2.8202e+03
     -19.624      -21.086       -6.661        7.598         4604  -1.0742e+04  -4.4887e+04   3.9958e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   5.1755e+03  -1.9361e+03   2.6962e+02   1.2787e+02   3.5862e+02  -3.0213e+03
     -19.624      -24.915       -6.661        7.642         4604  -1.2693e+04  -5.3038e+04   4.7215e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   2.5939e+03  -9.8187e+03  -2.0828e+03   1.2860e+02   3.6067e+02  -3.0386e+03
     -19.624      -22.700       -6.661        7.617         4604  -1.1564e+04  -4.8323e+04   4.3017e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   3.4698e+03  -7.1304e+03  -1.2857e+03   1.2818e+02   3.5949e+02  -3.0286e+03
     -19.624       23.561       -6.661        7.092         4604   1.2002e+04   5.0155e+04  -4.4648e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   4.2924e+05   7.0054e+05   4.3068e+05   1.1936e+02   3.3475e+02  -2.8202e+03
     -19.624      -21.088       -6.661        7.598         4604  -1.0743e+04  -4.4890e+04   3.9961e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   5.1224e+03  -2.0972e+03   2.2107e+02   1.2787e+02   3.5863e+02  -3.0214e+03
     -19.624      -24.917       -6.661        7.642         4604  -1.2693e+04  -5.3041e+04   4.7217e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   2.5253e+03  -1.0030e+04  -2.1452e+03   1.2860e+02   3.6067e+02  -3.0386e+03
     -19.624      -22.702       -6.661        7.617         4604  -1.1565e+04  -4.8326e+04   4.3020e+05  -1.8762e+03  -7.8164e+03   6.9558e+04   3.4106e+03  -7.3115e+03  -1.3396e+03   1.2818e+02   3.5949e+02  -3.0286e+03
     -19.624       23.559       -6.661        7.092         4604   1.2001e+04   5.0152e+04  -4.4646e+05  -1.8762e+03  -7.8164e+03   6.9559e+04   4.2909e+05   7.0039e+05   4.3053e+05   1.1936e+02   3.3475e+02  -2.8202e+03
     -19.624      -21.089       -6.661        7.598         4604  -1.0743e+04  -4.4893e+04   3.9964e+05  -1.8762e+03  -7.8164e+03   6.9559e+04   5.0689e+03  -2.2592e+03   1.7227e+02   1.2787e+02   3.5863e+02  -3.0214e+03
     -19.624      -24.918       -6.661        7.642         4604  -1.2694e+04  -5.3044e+04   4.7220e+05  -1.8762e+03  -7.8164e+03   6.9559e+04   2.4565e+03  -1.0242e+04  -2.2077e+03   1.2860e+02   3.6067e+02  -3.0386e+03
     -19.624      -22.703       -6.661        7.617         4604  -1.1566e+04  -4.8329e+04   4.3023e+05  -1.8762e+03  -7.8164e+03   6.9559e+04   3.3512e+03  -7.4935e+03  -1.3937e+03   1.2818e+02   3.5949e+02  -3.0286e+03
     -19.624       23.558       -6.661        7.092         4604   1.2001e+04   5.0149e+04  -4.4643e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   4.2895e+05   7.0024e+05   4.3038e+05   1.1935e+02   3.3475e+02  -2.8202e+03
     -19.624      -21.090       -6.661        7.598         4604  -1.0744e+04  -4.4896e+04   3.9966e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   5.0152e+03  -2.4221e+03   1.2323e+02   1.2787e+02   3.5863e+02  -3.0214e+03
     -19.624      -24.919       -6.661        7.642         4604  -1.2694e+04  -5.3047e+04   4.7222e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   2.3875e+03  -1.0454e+04  -2.2704e+03   1.2860e+02   3.6068e+02  -3.0386e+03
     -19.624      -22.705       -6.661        7.617         4604  -1.1566e+04  -4.8332e+04   4.3025e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   3.2916e+03  -7.6762e+03  -1.4480e+03   1.2818e+02   3.5949e+02  -3.0287e+03
     -19.624       23.557       -6.661        7.093         4604   1.2000e+04   5.0147e+04  -4.4641e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   4.2880e+05   7.0009e+05   4.3022e+05   1.1935e+02   3.3475e+02  -2.8202e+03
     -19.624      -21.092       -6.661        7.598         4604  -1.0745e+04  -4.4899e+04   3.9969e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   4.9612e+03  -2.5858e+03   7.3963e+01   1.2787e+02   3.5863e+02  -3.0214e+03
     -19.624      -24.920       -6.661        7.642         4604  -1.2695e+04  -5.3049e+04   4.7225e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   2.3184e+03  -1.0667e+04  -2.3332e+03   1.2860e+02   3.6068e+02  -3.0387e+03
     -19.624      -22.706       -6.661        7.617         4604  -1.1567e+04  -4.8335e+04   4.3028e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   3.2318e+03  -7.8596e+03  -1.5024e+03   1.2818e+02   3.5949e+02  -3.0287e+03
     -19.623       23.556       -6.661        7.093         4604   1.1999e+04   5.0144e+04  -4.4639e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   4.2866e+05   6.9993e+05   4.3007e+05   1.1935e+02   3.3475e+02  -2.8202e+03
     -19.623      -21.093       -6.661        7.598         4604  -1.0745e+04  -4.4901e+04   3.9971e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   4.9070e+03  -2.7503e+03   2.4490e+01   1.2787e+02   3.5863e+02  -3.0214e+03
     -19.623      -24.922       -6.661        7.642         4604  -1.2696e+04  -5.3052e+04   4.7227e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   2.2492e+03  -1.0881e+04  -2.3962e+03   1.2860e+02   3.6068e+02  -3.0387e+03
     -19.623      -22.707       -6.661        7.617         4604  -1.1567e+04  -4.8337e+04   4.3030e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   3.1718e+03  -8.0437e+03  -1.5571e+03   1.2818e+02   3.5949e+02  -3.0287e+03
     -19.623       23.554       -6.661        7.093         4604   1.1998e+04   5.0141e+04  -4.4636e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   4.2851e+05   6.9978e+05   4.2991e+05   1.1935e+02   3.3475e+02  -2.8202e+03
     -19.623      -21.094       -6.661        7.598         4604  -1.0746e+04  -4.4904e+04   3.9974e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   4.8526e+03  -2.9155e+03  -2.5179e+01   1.2787e+02   3.5863e+02  -3.0214e+03
     -19.623      -24.923       -6.661        7.642         4604  -1.2696e+04  -5.3054e+04   4.7229e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   2.1798e+03  -1.1095e+04  -2.4592e+03   1.2860e+02   3.6068e+02  -3.0387e+03
     -19.623      -22.708       -6.661        7.617         4604  -1.1568e+04  -4.8340e+04   4.3032e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   3.1116e+03  -8.2283e+03  -1.6118e+03   1.2817e+02   3.5949e+02  -3.0287e+03
     -19.623       23.553       -6.661        7.093         4604   1.1998e+04   5.0139e+04  -4.4634e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   4.2837e+05   6.9962e+05   4.2976e+05   1.1935e+02   3.3475e+02  -2.8203e+03
     -19.623      -21.095       -6.661        7.598         4604  -1.0746e+04  -4.4907e+04   3.9976e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   4.7979e+03  -3.0813e+03  -7.5028e+01   1.2787e+02   3.5863e+02  -3.0214e+03
     -19.623      -24.924       -6.661        7.642         4604  -1.2696e+04  -5.3056e+04   4.7231e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   2.1104e+03  -1.1310e+04  -2.5223e+03   1.2860e+02   3.6068e+02  -3.0387e+03
     -19.623      -22.709       -6.661        7.617         4604  -1.1568e+04  -4.8342e+04   4.3035e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   3.0512e+03  -8.4135e+03  -1.6667e+03   1.2817e+02   3.5950e+02  -3.0287e+03
     -19.623       23.552       -6.661        7.093         4604   1.1997e+04   5.0137e+04  -4.4632e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   4.2822e+05   6.9947e+05   4.2960e+05   1.1935e+02   3.3475e+02  -2.8203e+03
     -19.623      -21.096       -6.661        7.598         4604  -1.0747e+04  -4.4909e+04   3.9978e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   4.7431e+03  -3.2478e+03  -1.2504e+02   1.2787e+02   3.5863e+02  -3.0214e+03
     -19.623      -24.925       -6.661        7.642         4604  -1.2697e+04  -5.3059e+04   4.7233e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   2.0409e+03  -1.1524e+04  -2.5855e+03   1.2860e+02   3.6068e+02  -3.0387e+03
     -19.623      -22.710       -6.661        7.617         4604  -1.1569e+04  -4.8345e+04   4.3037e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   2.9908e+03  -8.5992e+03  -1.7218e+03   1.2817e+02   3.5950e+02  -3.0287e+03
     -19.623       23.551       -6.661        7.093         4604   1.1996e+04   5.0134e+04  -4.4630e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   4.2807e+05   6.9931e+05   4.2945e+05   1.1935e+02   3.3476e+02  -2.8203e+03
     -19.623      -21.098       -6.661        7.599         4604  -1.0747e+04  -4.4911e+04   3.9980e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   4.6881e+03  -3.4149e+03  -1.7521e+02   1.2786e+02   3.5863e+02  -3.0215e+03
     -19.623      -24.926       -6.661        7.642         4604  -1.2697e+04  -5.3061e+04   4.7235e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   1.9713e+03  -1.1739e+04  -2.6487e+03   1.2859e+02   3.6068e+02  -3.0387e+03
     -19.623      -22.711       -6.661        7.617         4604  -1.1569e+04  -4.8347e+04   4.3039e+05  -1.8761e+03  -7.8164e+03   6.9559e+04   2.9302e+03  -8.7854e+03  -1.7769e+03   1.2817e+02   3.5950e+02  -3.0287e+03
     -19.623       23.550       -6.661        7.093         4604   1.1996e+04   5.0132e+04  -4.4628e+05  -1.8760e+03  -7.8164e+03   6.9559e+04   4.2793e+05   6.9916e+05   4.2929e+05   1.1935e+02   3.3476e+02  -2.8203e+03
     -19.623      -21.099       -6.661        7.599         4604  -1.0748e+04  -4.4914e+04   3.9982e+05  -1.8760e+03  -7.8164e+03   6.9559e+04   4.6330e+03  -3.5825e+03  -2.2552e+02   1.2786e+02   3.5863e+02  -3.0215e+03
     -19.623      -24.927       -6.661        7.642         4604  -1.2698e+04  -5.3063e+04   4.7237e+05  -1.8760e+03  -7.8164e+03   6.9559e+04   1.9016e+03  -1.1955e+04  -2.7120e+03   1.2859e+02   3.6068e+02  -3.0387e+03
     -19.623      -22.712       -6.661        7.617         4604  -1.1570e+04  -4.8349e+04   4.3040e+05  -1.8760e+03  -7.8164e+03   6.9559e+04   2.8695e+03  -8.9719e+03  -1.8321e+03   1.2817e+02   3.5950e+02  -3.0287e+03
     -19.622       23.549       -6.661        7.093         4604   1.1995e+04   5.0130e+04  -4.4627e+05  -1.8760e+03  -7.8164e+03   6.9559e+04   4.2778e+05   6.9900e+05   4.2913e+05   1.1935e+02   3.3476e+02  -2.8203e+03
     -19.622      -21.100       -6.661        7.599         4604  -1.0748e+04  -4.4916e+04   3.9984e+05  -1.8760e+03  -7.8164e+03   6.9559e+04   4.5777e+03  -3.7506e+03  -2.7595e+02   1.2786e+02   3.5864e+02  -3.0215e+03
     -19.622      -24.928       -6.661        7.642         4604  -1.2698e+04  -5.3065e+04   4.7239e+05  -1.8760e+03  -7.8164e+03   6.9559e+04   1.8319e+03  -1.2170e+04  -2.7753e+03   1.2859e+02   3.6068e+02  -3.0387e+03
     -19.622      -22.713       -6.661        7.617         4604  -1.1570e+04  -4.8351e+04   4.3042e+05  -1.8760e+03  -7.8164e+03   6.9559e+04   2.8087e+03  -9.1588e+03  -1.8874e+03   1.2817e+02   3.5950e+02  -3.0288e+03
     -19.622       23.548       -6.661        7.093         4604   1.1995e+04   5.0128e+04  -4.4625e+05  -1.8760e+03  -7.8164e+03   6.9559e+04   4.2763e+05   6.9885e+05   4.2898e+05   1.1935e+02   3.3476e+02  -2.8203e+03
     -19.622      -21.100       -6.661        7.599         4604  -1.0748e+04  -4.4918e+04   3.9986e+05  -1.8760e+03  -7.8164e+03   6.9559e+04   4.5223e+03  -3.9191e+03  -3.2650e+02   1.2786e+02   3.5864e+02  -3.0215e+03
     -19.622      -24.928       -6.661        7.642         4604  -1.2698e+04  -5.3066e+04   4.7240e+05  -1.8760e+03  -7.8164e+03   6.9559e+04   1.7622e+03  -1.2386e+04  -2.8386e+03   1.2859e+02   3.6068e+02  -3.0387e+03
     -19.622      -22.714       -6.661        7.617         4604  -1.1570e+04  -4.8353e+04   4.3044e+05  -1.8760e+03  -7.8164e+03   6.9559e+04   2.7478e+03  -9.3460e+03  -1.9428e+03   1.2817e+02   3.5950e+02  -3.0288e+03
     -19.622       23.547       -6.661        7.093         4604   1.1994e+04   5.0126e+04  -4.4623e+05  -1.8760e+03  -7.8164e+03   6.9560e+04   4.2748e+05   6.9869e+05   4.2882e+05   1.1935e+02   3.3476e+02  -2.8203e+03
     -19.622      -21.101       -6.661        7.599         4604  -1.0749e+04  -4.4920e+04   3.9988e+05  -1.8760e+03  -7.8164e+03   6.9560e+04   4.4668e+03  -4.0881e+03  -3.7714e+02   1.2786e+02   3.5864e+02  -3.0215e+03
     -19.622      -24.929       -6.661        7.642         4604  -1.2699e+04  -5.3068e+04   4.7242e+05  -1.8760e+03  -7.8164e+03   6.9560e+04   1.6925e+03  -1.2602e+04  -2.9019e+03   1.2859e+02   3.6068e+02  -3.0388e+03
     -19.622      -22.715       -6.661        7.617         4604  -1.1571e+04  -4.8354e+04   4.3046e+05  -1.8760e+03  -7.8164e+03   6.9560e+04   2.6869e+03  -9.5335e+03  -1.9982e+03   1.2817e+02   3.5950e+02  -3.0288e+03
     -19.622       23.546       -6.661        7.093         4604   1.1994e+04   5.0125e+04  -4.4622e+05  -1.8760e+03  -7.8164e+03   6.9560e+04   4.2733e+05   6.9853e+05   4.2866e+05   1.1935e+02   3.3476e+02  -2.8203e+03
     -19.622      -21.102       -6.661        7.599         4604  -1.0749e+04  -4.4921e+04   3.9989e+05  -1.8760e+03  -7.8164e+03   6.9560e+04   4.4112e+03  -4.2573e+03  -4.2786e+02   1.2786e+02   3.5864e+02  -3.0215e+03
     -19.622      -24.930       -6.661        7.642         4604  -1.2699e+04  -5.3070e+04   4.7243e+05  -1.8760e+03  -7.8164e+03   6.9560e+04   1.6228e+03  -1.2818e+04  -2.9651e+03   1.2859e+02   3.6069e+02  -3.0388e+03
     -19.622      -22.716       -6.661        7.617         4604  -1.1571e+04  -4.8356e+04   4.3047e+05  -1.8760e+03  -7.8164e+03   6.9560e+04   2.6259e+03  -9.7212e+03  -2.0536e+03   1.2817e+02   3.5950e+02  -3.0288e+03
     -19.622       23.546       -6.661        7.093         4604   1.1993e+04   5.0123e+04  -4.4620e+05  -1.8760e+03  -7.8164e+03   6.9560e+04   4.2719e+05   6.9838e+05   4.2851e+05   1.1935e+02   3.3476e+02  -2.8203e+03
     -19.622      -21.103       -6.661        7.599         4604  -1.0749e+04  -4.4923e+04   3.9991e+05  -1.8760e+03  -7.8164e+03   6.9560e+04   4.3555e+03  -4.4270e+03  -4.7866e+02   1.2786e+02   3.5864e+02  -3.0215e+03
     -19.622      -24.931       -6.661        7.642         4604  -1.2699e+04  -5.3071e+04   4.7245e+05  -1.8760e+03  -7.8164e+03   6.9560e+04   1.5532e+03  -1.3034e+04  -3.0284e+03   1.2859e+02   3.6069e+02  -3.0388e+03
     -19.622      -22.716       -6.661        7.617         4604  -1.1571e+04  -4.8358e+04   4.3048e+05  -1.8760e+03  -7.8164e+03   6.9560e+04   2.5649e+03  -9.9090e+03  -2.1091e+03   1.2817e+02   3.5950e+02  -3.0288e+03
     -19.622       23.545       -6.661        7.093         4604   1.1993e+04   5.0122e+04  -4.4619e+05  -1.8760e+03  -7.8164e+03   6.9560e+04   4.2704e+05   6.9822e+05   4.2835e+05   1.1935e+02   3.3476e+02  -2.8204e+03
     -19.622      -21.104       -6.661        7.599         4604  -1.0750e+04  -4.4925e+04   3.9992e+05  -1.8760e+03  -7.8164e+03   6.9560e+04   4.2997e+03  -4.5968e+03  -5.2951e+02   1.2786e+02   3.5864e+02  -3.0215e+03
     -19.622      -24.931       -6.661        7.642         4604  -1.2699e+04  -5.3073e+04   4.7246e+05  -1.8760e+03  -7.8164e+03   6.9560e+04   1.4836e+03  -1.3249e+04  -3.0916e+03   1.2859e+02   3.6069e+02  -3.0388e+03
     -19.622      -22.717       -6.661        7.617         4604  -1.1572e+04  -4.8359e+04   4.3050e+05  -1.8760e+03  -7.8164e+03   6.9560e+04   2.5039e+03  -1.0097e+04  -2.1646e+03   1.2817e+02   3.5950e+02  -3.0288e+03
     -19.622       23.544       -6.661        7.093         4604   1.1992e+04   5.0120e+04  -4.4618e+05  -1.8759e+03  -7.8164e+03   6.9560e+04   4.2689e+05   6.9806e+05   4.2819e+05   1.1935e+02   3.3476e+02  -2.8204e+03
     -19.622      -21.104       -6.661        7.599         4604  -1.0750e+04  -4.4926e+04   3.9994e+05  -1.8759e+03  -7.8164e+03   6.9560e+04   4.2439e+03  -4.7669e+03  -5.8040e+02   1.2786e+02   3.5864e+02  -3.0215e+03
     -19.622      -24.932       -6.661        7.642         4604  -1.2700e+04  -5.3074e+04   4.7247e+05  -1.8759e+03  -7.8164e+03   6.9560e+04   1.4140e+03  -1.3465e+04  -3.1547e+03   1.2859e+02   3.6069e+02  -3.0388e+03
     -19.622      -22.718       -6.661        7.617         4604  -1.1572e+04  -4.8360e+04   4.3051e+05  -1.8759e+03  -7.8164e+03   6.9560e+04   2.4429e+03  -1.0285e+04  -2.2201e+03   1.2817e+02   3.5950e+02  -3.0288e+03
     -19.621       23.544       -6.661        7.093         4604   1.1992e+04   5.0119e+04  -4.4617e+05  -1.8759e+03  -7.8164e+03   6.9560e+04   4.2674e+05   6.9791e+05   4.2803e+05   1.1934e+02   3.3476e+02  -2.8204e+03
     -19.621      -21.105       -6.661        7.599         4604  -1.0750e+04  -4.4928e+04   3.9995e+05  -1.8759e+03  -7.8164e+03   6.9560e+04   4.1880e+03  -4.9372e+03  -6.3133e+02   1.2786e+02   3.5864e+02  -3.0216e+03
     -19.621      -24.932       -6.661        7.642         4604  -1.2700e+04  -5.3075e+04   4.7248e+05  -1.8759e+03  -7.8164e+03   6.9560e+04   1.3446e+03  -1.3681e+04  -3.2177e+03   1.2859e+02   3.6069e+02  -3.0388e+03
     -19.621      -22.718       -6.661        7.617         4604  -1.1572e+04  -4.8362e+04   4.3052e+05  -1.8759e+03  -7.8164e+03   6.9560e+04   2.3819e+03  -1.0473e+04  -2.2755e+03   1.2817e+02   3.5950e+02  -3.0288e+03
     -19.621       23.543       -6.661        7.093         4604   1.1991e+04   5.0118e+04  -4.4616e+05  -1.8759e+03  -7.8164e+03   6.9560e+04   4.2659e+05   6.9775e+05   4.2788e+05   1.1934e+02   3.3476e+02  -2.8204e+03
     -19.621      -21.106       -6.661        7.599         4604  -1.0751e+04  -4.4929e+04   3.9996e+05  -1.8759e+03  -7.8164e+03   6.9560e+04   4.1321e+03  -5.1076e+03  -6.8227e+02   1.2786e+02   3.5864e+02  -3.0216e+03
     -19.621      -24.933       -6.661        7.642         4604  -1.2700e+04  -5.3076e+04   4.7249e+05  -1.8759e+03  -7.8164e+03   6.9560e+04   1.2752e+03  -1.3896e+04  -3.2807e+03   1.2859e+02   3.6069e+02  -3.0388e+03
     -19.621      -22.719       -6.661        7.617         4604  -1.1572e+04  -4.8363e+04   4.3053e+05  -1.8759e+03  -7.8164e+03   6.9560e+04   2.3209e+03  -1.0661e+04  -2.3310e+03   1.2816e+02   3.5950e+02  -3.0288e+03
     -19.621       23.542       -6.661        7.093         4604   1.1991e+04   5.0116e+04  -4.4615e+05  -1.8759e+03  -7.8164e+03   6.9560e+04   4.2644e+05   6.9759e+05   4.2772e+05   1.1934e+02   3.3476e+02  -2.8204e+03
     -19.621      -21.106       -6.661        7.599         4604  -1.0751e+04  -4.4930e+04   3.9998e+05  -1.8759e+03  -7.8164e+03   6.9560e+04   4.0762e+03  -5.2781e+03  -7.3322e+02   1.2786e+02   3.5864e+02  -3.0216e+03
     -19.621      -24.933       -6.661        7.642         4604  -1.2700e+04  -5.3077e+04   4.7250e+05  -1.8759e+03  -7.8164e+03   6.9560e+04   1.2059e+03  -1.4111e+04  -3.3435e+03   1.2859e+02   3.6069e+02  -3.0388e+03
     -19.621      -22.719       -6.661        7.617         4604  -1.1572e+04  -4.8364e+04   4.3054e+05  -1.8759e+03  -7.8164e+03   6.9560e+04   2.2599e+03  -1.0849e+04  -2.3864e+03   1.2816e+02   3.5951e+02  -3.0288e+03
     -19.621       23.542       -6.661        7.093         4604   1.1991e+04   5.0115e+04  -4.4614e+05  -1.8759e+03  -7.8164e+03   6.9560e+04   4.2630e+05   6.9743e+05   4.2756e+05   1.1934e+02   3.3476e+02  -2.8204e+03
