PERIOD:       0.6015 | LENGTH:      52.1500 | SIMULATED TIME:       0.9144 | NPS:      459
      TIME         U            AOAWBTOT     AOAWB        AOAWB_G      AOAHT        AOAHT_G      U            W            Q            UP           WP           FX           FZ           MY           NX           NZ           
     0.40800      14.4377       9.8569       3.2867       6.5702       4.1467       2.0895      85.6596       4.9789      -0.0223      -4.6707      17.4941     -21127.5     216389.0     -60579.2      -0.2495       2.5568
     0.41000      14.2476       9.8661       3.2983       6.5678       4.2044       2.1437      85.6549       4.9965      -0.0230      -4.6721      17.5813     -21170.1     216667.9     -61801.7      -0.2500       2.5604
     0.41200      14.0557       9.8740       3.3099       6.5641       4.2625       2.1983      85.6503       5.0142      -0.0236      -4.6735      17.6671     -21213.9     216925.6     -63027.1      -0.2505       2.5637
     0.41400      13.8620       9.8808       3.3216       6.5591       4.3208       2.2531      85.6456       5.0319      -0.0243      -4.6749      17.7516     -21258.8     217162.1     -64255.0      -0.2510       2.5667
     0.41600      13.6666       9.8863       3.3334       6.5529       4.3792       2.3081      85.6409       5.0498      -0.0250      -4.6764      17.8346     -21304.8     217377.3     -65484.7      -0.2516       2.5695
     0.41800      13.4697       9.8906       3.3452       6.5454       4.4379       2.3633      85.6362       5.0677      -0.0256      -4.6779      17.9163     -21352.0     217571.2     -66715.7      -0.2521       2.5721
     0.42000      13.2713       9.8936       3.3570       6.5366       4.4967       2.4187      85.6316       5.0857      -0.0264      -4.6794      17.9967     -21400.2     217743.8     -67947.4      -0.2527       2.5744
     0.42200      13.0715       9.8955       3.3690       6.5265       4.5557       2.4743      85.6269       5.1038      -0.0271      -4.6810      18.0757     -21449.5     217895.2     -69179.4      -0.2533       2.5764
     0.42400      12.8704       9.8961       3.3809       6.5152       4.6148       2.5300      85.6222       5.1220      -0.0278      -4.6826      18.1533     -21499.9     218025.2     -70411.1      -0.2538       2.5782
     0.42600      12.6680       9.8956       3.3930       6.5026       4.6740       2.5858      85.6175       5.1402      -0.0285      -4.6842      18.2295     -21551.3     218133.9     -71641.8      -0.2544       2.5797
     0.42800      12.4645       9.8938       3.4050       6.4888       4.7332       2.6418      85.6128       5.1586      -0.0293      -4.6859      18.3044     -21603.7     218221.4     -72871.2      -0.2551       2.5810
     0.43000      12.2600       9.8908       3.4171       6.4737       4.7925       2.6977      85.6082       5.1770      -0.0301      -4.6875      18.3779     -21657.1     218287.6     -74098.5      -0.2557       2.5820
     0.43200      12.0545       9.8866       3.4293       6.4573       4.8517       2.7538      85.6035       5.1955      -0.0309      -4.6892      18.4500     -21711.5     218332.6     -75323.4      -0.2563       2.5828
     0.43400      11.8481       9.8813       3.4415       6.4397       4.9110       2.8098      85.5988       5.2140      -0.0317      -4.6909      18.5208     -21766.9     218356.5     -76545.2      -0.2570       2.5834
     0.43600      11.6409       9.8747       3.4538       6.4209       4.9703       2.8658      85.5941       5.2326      -0.0325      -4.6926      18.5903     -21823.1     218359.2     -77763.3      -0.2576       2.5836
     0.43800      11.4331       9.8670       3.4661       6.4009       5.0295       2.9218      85.5894       5.2513      -0.0333      -4.6943      18.6583     -21880.2     218340.9     -78977.3      -0.2583       2.5837
     0.44000      11.2246       9.8581       3.4785       6.3797       5.0886       2.9778      85.5847       5.2701      -0.0341      -4.6960      18.7251     -21938.2     218301.7     -80186.6      -0.2590       2.5835
     0.44200      11.0157       9.8481       3.4909       6.3572       5.1475       3.0336      85.5800       5.2889      -0.0350      -4.6977      18.7905     -21997.1     218241.6     -81390.7      -0.2596       2.5830
     0.44400      10.8063       9.8369       3.5033       6.3336       5.2064       3.0894      85.5753       5.3078      -0.0358      -4.6994      18.8545     -22056.7     218160.6     -82589.0      -0.2603       2.5823
     0.44600      10.5966       9.8245       3.5158       6.3087       5.2651       3.1450      85.5706       5.3268      -0.0367      -4.7011      18.9172     -22117.1     218059.0     -83781.0      -0.2610       2.5813
     0.44800      10.3866       9.8110       3.5283       6.2827       5.3237       3.2005      85.5659       5.3458      -0.0376      -4.7027      18.9786     -22178.2     217936.9     -84966.2      -0.2618       2.5801
     0.45000      10.1766       9.7964       3.5409       6.2555       5.3820       3.2559      85.5612       5.3649      -0.0385      -4.7043      19.0387     -22240.1     217794.2     -86143.9      -0.2625       2.5787
     0.45200       9.9664       9.7807       3.5535       6.2272       5.4401       3.3110      85.5565       5.3840      -0.0394      -4.7060      19.0975     -22302.6     217631.3     -87313.9      -0.2632       2.5770
     0.45400       9.7563       9.7638       3.5661       6.1977       5.4980       3.3659      85.5518       5.4033      -0.0403      -4.7075      19.1549     -22365.7     217448.1     -88475.4      -0.2640       2.5751
     0.45600       9.5464       9.7459       3.5788       6.1671       5.5555       3.4206      85.5471       5.4225      -0.0413      -4.7091      19.2111     -22429.5     217244.9     -89628.0      -0.2647       2.5729
     0.45800       9.3366       9.7269       3.5915       6.1354       5.6128       3.4750      85.5424       5.4418      -0.0422      -4.7106      19.2660     -22493.8     217021.8     -90771.1      -0.2655       2.5705
     0.46000       9.1272       9.7068       3.6043       6.1025       5.6698       3.5291      85.5377       5.4612      -0.0432      -4.7121      19.3197     -22558.6     216779.0     -91904.4      -0.2662       2.5679
     0.46200       8.9182       9.6857       3.6171       6.0686       5.7264       3.5829      85.5330       5.4807      -0.0441      -4.7135      19.3720     -22624.0     216516.7     -93027.2      -0.2670       2.5650
     0.46400       8.7097       9.6635       3.6299       6.0336       5.7827       3.6364      85.5282       5.5001      -0.0451      -4.7148      19.4231     -22689.8     216234.9     -94139.1      -0.2678       2.5619
     0.46600       8.5017       9.6402       3.6428       5.9975       5.8386       3.6895      85.5235       5.5197      -0.0461      -4.7161      19.4730     -22756.0     215934.1     -95239.5      -0.2686       2.5585
     0.46800       8.2945       9.6160       3.6557       5.9603       5.8941       3.7423      85.5188       5.5393      -0.0471      -4.7174      19.5217     -22822.6     215614.2     -96328.1      -0.2693       2.5550
     0.47000       8.0880       9.5908       3.6686       5.9222       5.9491       3.7946      85.5141       5.5589      -0.0481      -4.7186      19.5692     -22889.5     215275.6     -97404.3      -0.2701       2.5512
     0.47200       7.8824       9.5645       3.6815       5.8830       6.0038       3.8465      85.5094       5.5786      -0.0492      -4.7197      19.6154     -22956.8     214918.4     -98467.7      -0.2709       2.5472
     0.47400       7.6777       9.5373       3.6945       5.8428       6.0579       3.8980      85.5047       5.5983      -0.0502      -4.7207      19.6605     -23024.3     214543.0     -99517.8      -0.2717       2.5430
     0.47600       7.4741       9.5092       3.7075       5.8016       6.1115       3.9491      85.4999       5.6181      -0.0512      -4.7217      19.7044     -23092.0     214149.4    -100554.2      -0.2725       2.5385
     0.47800       7.2716       9.4801       3.7206       5.7595       6.1647       3.9996      85.4952       5.6379      -0.0523      -4.7225      19.7472     -23159.9     213738.1    -101576.3      -0.2733       2.5339
     0.48000       7.0703       9.4501       3.7337       5.7164       6.2173       4.0497      85.4905       5.6578      -0.0534      -4.7233      19.7888     -23228.0     213309.2    -102583.8      -0.2741       2.5290
     0.48200       6.8703       9.4191       3.7468       5.6724       6.2693       4.0992      85.4858       5.6777      -0.0545      -4.7240      19.8294     -23296.1     212862.9    -103576.2      -0.2749       2.5239
     0.48400       6.6717       9.3873       3.7599       5.6274       6.3208       4.1482      85.4811       5.6976      -0.0556      -4.7246      19.8688     -23364.4     212399.7    -104553.1      -0.2758       2.5187
     0.48600       6.4746       9.3546       3.7730       5.5816       6.3716       4.1966      85.4763       5.7176      -0.0567      -4.7251      19.9072     -23432.6     211919.7    -105514.1      -0.2766       2.5132
     0.48800       6.2790       9.3211       3.7862       5.5349       6.4219       4.2444      85.4716       5.7377      -0.0578      -4.7255      19.9445     -23500.9     211423.2    -106458.8      -0.2774       2.5075
     0.49000       6.0851       9.2867       3.7994       5.4873       6.4715       4.2917      85.4669       5.7577      -0.0589      -4.7258      19.9807     -23569.1     210910.6    -107386.8      -0.2782       2.5016
     0.49200       5.8930       9.2516       3.8126       5.4389       6.5205       4.3383      85.4622       5.7778      -0.0600      -4.7259      20.0159     -23637.2     210382.1    -108297.6      -0.2790       2.4956
     0.49400       5.7026       9.2156       3.8259       5.3897       6.5688       4.3843      85.4574       5.7980      -0.0612      -4.7260      20.0502     -23705.1     209838.1    -109191.0      -0.2798       2.4893
     0.49600       5.5142       9.1788       3.8392       5.3397       6.6165       4.4296      85.4527       5.8181      -0.0623      -4.7259      20.0835     -23772.9     209278.9    -110066.5      -0.2806       2.4829
     0.49800       5.3277       9.1414       3.8525       5.2889       6.6634       4.4742      85.4480       5.8384      -0.0635      -4.7257      20.1158     -23840.6     208704.8    -110923.7      -0.2814       2.4763
     0.50000       5.1433       9.1031       3.8658       5.2374       6.7096       4.5182      85.4433       5.8586      -0.0647      -4.7253      20.1471     -23907.9     208116.2    -111762.4      -0.2822       2.4695
     0.50200       4.9611       9.0642       3.8791       5.1851       6.7551       4.5614      85.4385       5.8789      -0.0658      -4.7249      20.1776     -23975.0     207513.3    -112582.1      -0.2830       2.4625
     0.50400       4.7810       9.0246       3.8925       5.1321       6.7998       4.6039      85.4338       5.8992      -0.0670      -4.7243      20.2072     -24041.8     206896.6    -113382.5      -0.2838       2.4554
     0.50600       4.6033       8.9843       3.9058       5.0785       6.8437       4.6457      85.4291       5.9195      -0.0682      -4.7235      20.2359     -24108.2     206266.5    -114163.3      -0.2846       2.4481
     0.50800       4.4280       8.9434       3.9192       5.0242       6.8869       4.6867      85.4244       5.9399      -0.0694      -4.7226      20.2638     -24174.3     205623.2    -114924.3      -0.2854       2.4406
     0.51000       4.2551       8.9019       3.9326       4.9692       6.9293       4.7269      85.4197       5.9602      -0.0706      -4.7216      20.2909     -24239.9     204967.2    -115664.9      -0.2862       2.4330
     0.51200       4.0847       8.8597       3.9461       4.9137       6.9708       4.7664      85.4149       5.9807      -0.0719      -4.7204      20.3172     -24305.1     204298.9    -116385.1      -0.2870       2.4252
     0.51400       3.9170       8.8170       3.9595       4.8575       7.0115       4.8050      85.4102       6.0011      -0.0731      -4.7191      20.3428     -24369.7     203618.6    -117084.5      -0.2877       2.4173
     0.51600       3.7519       8.7738       3.9730       4.8008       7.0514       4.8428      85.4055       6.0216      -0.0743      -4.7176      20.3676     -24433.9     202926.7    -117762.7      -0.2885       2.4093
     0.51800       3.5896       8.7300       3.9865       4.7435       7.0904       4.8798      85.4008       6.0421      -0.0756      -4.7159      20.3918     -24497.6     202223.7    -118419.6      -0.2893       2.4011
     0.52000       3.4301       8.6857       4.0000       4.6858       7.1285       4.9159      85.3961       6.0626      -0.0768      -4.7141      20.4152     -24560.6     201509.9    -119054.9      -0.2900       2.3928
     0.52200       3.2735       8.6410       4.0135       4.6275       7.1658       4.9512      85.3914       6.0831      -0.0781      -4.7121      20.4380     -24623.1     200785.8    -119668.4      -0.2908       2.3843
     0.52400       3.1199       8.5958       4.0270       4.5688       7.2022       4.9855      85.3867       6.1037      -0.0793      -4.7100      20.4602     -24684.9     200051.8    -120259.7      -0.2915       2.3758
     0.52600       2.9693       8.5502       4.0405       4.5097       7.2376       5.0190      85.3819       6.1243      -0.0806      -4.7077      20.4818     -24746.1     199308.3    -120828.8      -0.2922       2.3671
     0.52800       2.8217       8.5042       4.0541       4.4501       7.2721       5.0516      85.3772       6.1449      -0.0819      -4.7052      20.5029     -24806.6     198555.7    -121375.3      -0.2930       2.3583
     0.53000       2.6774       8.4578       4.0677       4.3902       7.3057       5.0833      85.3725       6.1655      -0.0831      -4.7025      20.5234     -24866.4     197794.6    -121899.1      -0.2937       2.3494
     0.53200       2.5362       8.4111       4.0812       4.3299       7.3383       5.1140      85.3678       6.1862      -0.0844      -4.6997      20.5435     -24925.4     197025.2    -122399.9      -0.2944       2.3404
     0.53400       2.3984       8.3641       4.0948       4.2693       7.3700       5.1438      85.3631       6.2069      -0.0857      -4.6967      20.5631     -24983.8     196248.2    -122877.7      -0.2951       2.3313
     0.53600       2.2639       8.3168       4.1084       4.2083       7.4007       5.1726      85.3585       6.2276      -0.0870      -4.6935      20.5822     -25041.3     195463.8    -123332.1      -0.2958       2.3221
     0.53800       2.1328       8.2692       4.1220       4.1471       7.4305       5.2005      85.3538       6.2483      -0.0883      -4.6902      20.6010     -25098.1     194672.7    -123763.2      -0.2965       2.3128
     0.54000       2.0051       8.2214       4.1357       4.0857       7.4592       5.2274      85.3491       6.2690      -0.0896      -4.6866      20.6193     -25154.1     193875.2    -124170.6      -0.2972       2.3034
     0.54200       1.8810       8.1733       4.1493       4.0240       7.4870       5.2533      85.3444       6.2897      -0.0909      -4.6829      20.6374     -25209.2     193071.8    -124554.4      -0.2978       2.2940
     0.54400       1.7604       8.1251       4.1630       3.9622       7.5138       5.2783      85.3397       6.3105      -0.0922      -4.6790      20.6552     -25263.5     192263.0    -124914.2      -0.2985       2.2845
     0.54600       1.6435       8.0768       4.1766       3.9001       7.5395       5.3022      85.3350       6.3313      -0.0936      -4.6750      20.6726     -25317.0     191449.2    -125250.2      -0.2991       2.2749
     0.54800       1.5302       8.0283       4.1903       3.8380       7.5642       5.3251      85.3304       6.3521      -0.0949      -4.6707      20.6899     -25369.6     190631.0    -125562.0      -0.2998       2.2653
     0.55000       1.4207       7.9797       4.2040       3.7757       7.5879       5.3470      85.3257       6.3729      -0.0962      -4.6663      20.7070     -25421.4     189808.8    -125849.7      -0.3004       2.2556
     0.55200       1.3149       7.9311       4.2177       3.7134       7.6106       5.3678      85.3210       6.3938      -0.0975      -4.6617      20.7238     -25472.3     188983.0    -126113.2      -0.3010       2.2459
     0.55400       1.2129       7.8824       4.2314       3.6510       7.6322       5.3877      85.3164       6.4146      -0.0989      -4.6569      20.7406     -25522.3     188154.3    -126352.3      -0.3016       2.2361
     0.55600       1.1148       7.8337       4.2451       3.5885       7.6528       5.4064      85.3117       6.4355      -0.1002      -4.6520      20.7573     -25571.4     187322.9    -126567.0      -0.3022       2.2263
     0.55800       1.0206       7.7850       4.2588       3.5261       7.6723       5.4242      85.3071       6.4564      -0.1015      -4.6469      20.7739     -25619.6     186489.5    -126757.4      -0.3028       2.2165
     0.56000       0.9304       7.7363       4.2726       3.4637       7.6908       5.4408      85.3024       6.4773      -0.1029      -4.6416      20.7904     -25666.9     185654.6    -126923.2      -0.3034       2.2066
     0.56200       0.8441       7.6877       4.2863       3.4014       7.7082       5.4565      85.2978       6.4982      -0.1042      -4.6361      20.8070     -25713.4     184818.5    -127064.6      -0.3039       2.1967
     0.56400       0.7619       7.6393       4.3001       3.3392       7.7245       5.4710      85.2932       6.5191      -0.1055      -4.6305      20.8236     -25758.9     183981.8    -127181.5      -0.3045       2.1869
     0.56600       0.6837       7.5909       4.3139       3.2770       7.7398       5.4845      85.2886       6.5401      -0.1069      -4.6247      20.8403     -25803.6     183145.1    -127273.9      -0.3050       2.1770
     0.56800       0.6096       7.5427       4.3276       3.2151       7.7540       5.4969      85.2839       6.5611      -0.1082      -4.6187      20.8572     -25847.4     182308.7    -127341.7      -0.3055       2.1671
     0.57000       0.5396       7.4947       4.3414       3.1533       7.7671       5.5082      85.2793       6.5821      -0.1096      -4.6125      20.8741     -25890.3     181473.2    -127385.1      -0.3061       2.1572
     0.57200       0.4738       7.4469       4.3552       3.0917       7.7792       5.5184      85.2747       6.6031      -0.1109      -4.6062      20.8913     -25932.3     180639.1    -127404.0      -0.3066       2.1473
     0.57400       0.4121       7.3993       4.3690       3.0303       7.7901       5.5275      85.2701       6.6241      -0.1122      -4.5998      20.9086     -25973.4     179806.9    -127398.5      -0.3071       2.1374
     0.57600       0.3547       7.3520       4.3829       2.9692       7.8000       5.5355      85.2655       6.6451      -0.1136      -4.5931      20.9262     -26013.7     178977.0    -127368.5      -0.3076       2.1276
     0.57800       0.3015       7.3051       4.3967       2.9084       7.8087       5.5425      85.2609       6.6662      -0.1149      -4.5864      20.9442     -26053.2     178149.9    -127314.3      -0.3080       2.1177
     0.58000       0.2526       7.2584       4.4105       2.8478       7.8164       5.5483      85.2563       6.6873      -0.1163      -4.5794      20.9624     -26091.8     177326.2    -127235.8      -0.3085       2.1080
     0.58200       0.2079       7.2121       4.4244       2.7877       7.8230       5.5530      85.2518       6.7083      -0.1176      -4.5724      20.9810     -26129.7     176506.3    -127133.2      -0.3090       2.0982
     0.58400       0.1676       7.1661       4.4383       2.7279       7.8286       5.5566      85.2472       6.7295      -0.1189      -4.5651      21.0000     -26166.7     175690.8    -127006.5      -0.3094       2.0885
     0.58600       0.1315       7.1206       4.4521       2.6685       7.8330       5.5592      85.2427       6.7506      -0.1203      -4.5578      21.0194     -26202.9     174880.0    -126855.8      -0.3099       2.0789
     0.58800       0.0998       7.0755       4.4660       2.6095       7.8363       5.5606      85.2381       6.7717      -0.1216      -4.5503      21.0392     -26238.4     174074.5    -126681.2      -0.3103       2.0693
     0.59000       0.0725       7.0309       4.4799       2.5509       7.8386       5.5609      85.2336       6.7929      -0.1230      -4.5427      21.0596     -26273.1     173274.8    -126482.9      -0.3107       2.0597
     0.59200       0.0495       6.9867       4.4939       2.4929       7.8397       5.5601      85.2290       6.8141      -0.1243      -4.5349      21.0805     -26307.1     172481.3    -126261.0      -0.3111       2.0503
     0.59400       0.0308       6.9431       4.5078       2.4353       7.8398       5.5582      85.2245       6.8353      -0.1256      -4.5270      21.1020     -26340.4     171694.5    -126015.6      -0.3115       2.0409
     0.59600       0.0166       6.9000       4.5217       2.3783       7.8388       5.5552      85.2200       6.8565      -0.1269      -4.5190      21.1241     -26373.0     170914.9    -125746.9      -0.3119       2.0316
     0.59800       0.0067       6.8575       4.5357       2.3218       7.8367       5.5511      85.2155       6.8778      -0.1283      -4.5109      21.1468     -26405.0     170143.0    -125455.0      -0.3123       2.0224
     0.60000       0.0012       6.8156       4.5497       2.2659       7.8336       5.5458      85.2110       6.8991      -0.1296      -4.5027      21.1701     -26436.3     169379.2    -125140.2      -0.3127       2.0132
     0.60200       0.0001       6.7743       4.5637       2.2106       7.8293       5.5395      85.2065       6.9204      -0.1309      -4.4943      21.1942     -26467.1     168624.1    -124802.5      -0.3131       2.0042
     0.60400       0.0034       6.7336       4.5777       2.1559       7.8240       5.5321      85.2020       6.9417      -0.1322      -4.4859      21.2190     -26497.2     167877.9    -124442.3      -0.3134       1.9952
     0.60600       0.0111       6.6936       4.5917       2.1019       7.8177       5.5236      85.1975       6.9630      -0.1335      -4.4774      21.2446     -26526.9     167141.3    -124059.6      -0.3138       1.9864
     0.60800       0.0232       6.6543       4.6057       2.0486       7.8103       5.5140      85.1930       6.9844      -0.1348      -4.4687      21.2710     -26556.0     166414.7    -123654.8      -0.3142       1.9777
     0.61000       0.0396       6.6157       4.6198       1.9960       7.8018       5.5033      85.1886       7.0058      -0.1361      -4.4600      21.2982     -26584.6     165698.4    -123227.9      -0.3145       1.9691
     0.61200       0.0604       6.5779       4.6338       1.9441       7.7923       5.4916      85.1841       7.0272      -0.1374      -4.4512      21.3262     -26612.7     164993.0    -122779.4      -0.3149       1.9606
     0.61400       0.0856       6.5408       4.6479       1.8929       7.7817       5.4787      85.1797       7.0487      -0.1387      -4.4424      21.3552     -26640.5     164298.9    -122309.3      -0.3152       1.9523
     0.61600       0.1152       6.5046       4.6620       1.8425       7.7701       5.4648      85.1752       7.0702      -0.1400      -4.4334      21.3851     -26667.8     163616.5    -121817.9      -0.3155       1.9441
     0.61800       0.1490       6.4691       4.6761       1.7930       7.7575       5.4498      85.1708       7.0917      -0.1413      -4.4244      21.4159     -26694.8     162946.3    -121305.6      -0.3158       1.9360
     0.62000       0.1872       6.4345       4.6903       1.7442       7.7438       5.4338      85.1664       7.1132      -0.1426      -4.4154      21.4478     -26721.5     162288.6    -120772.6      -0.3162       1.9281
     0.62200       0.2298       6.4007       4.7044       1.6963       7.7292       5.4166      85.1620       7.1348      -0.1438      -4.4063      21.4806     -26747.9     161643.9    -120219.0      -0.3165       1.9203
     0.62400       0.2766       6.3679       4.7186       1.6493       7.7135       5.3985      85.1576       7.1564      -0.1451      -4.3971      21.5145     -26774.0     161012.7    -119645.4      -0.3168       1.9127
     0.62600       0.3276       6.3359       4.7328       1.6031       7.6969       5.3793      85.1532       7.1781      -0.1464      -4.3879      21.5495     -26799.9     160395.2    -119051.8      -0.3171       1.9052
     0.62800       0.3829       6.3049       4.7471       1.5578       7.6792       5.3591      85.1488       7.1997      -0.1476      -4.3787      21.5856     -26825.7     159791.9    -118438.7      -0.3174       1.8979
     0.63000       0.4425       6.2748       4.7613       1.5135       7.6606       5.3378      85.1444       7.2214      -0.1489      -4.3694      21.6228     -26851.3     159203.3    -117806.3      -0.3177       1.8908
     0.63200       0.5062       6.2457       4.7756       1.4701       7.6410       5.3155      85.1401       7.2432      -0.1501      -4.3601      21.6612     -26876.8     158629.6    -117155.0      -0.3180       1.8838
     0.63400       0.5741       6.2176       4.7899       1.4277       7.6204       5.2923      85.1357       7.2650      -0.1513      -4.3508      21.7008     -26902.2     158071.3    -116485.0      -0.3183       1.8770
     0.63600       0.6462       6.1904       4.8042       1.3862       7.5989       5.2680      85.1314       7.2868      -0.1526      -4.3415      21.7415     -26927.6     157528.7    -115796.8      -0.3187       1.8704
     0.63800       0.7223       6.1643       4.8186       1.3458       7.5765       5.2427      85.1270       7.3087      -0.1538      -4.3322      21.7836     -26953.0     157002.3    -115090.7      -0.3190       1.8640
     0.64000       0.8025       6.1393       4.8329       1.3064       7.5532       5.2165      85.1227       7.3306      -0.1550      -4.3228      21.8268     -26978.4     156492.3    -114366.9      -0.3193       1.8577
     0.64200       0.8868       6.1153       4.8473       1.2680       7.5289       5.1892      85.1184       7.3525      -0.1562      -4.3135      21.8714     -27004.0     155999.1    -113626.0      -0.3196       1.8517
     0.64400       0.9751       6.0924       4.8618       1.2307       7.5037       5.1611      85.1141       7.3745      -0.1574      -4.3042      21.9173     -27029.6     155523.1    -112868.2      -0.3199       1.8459
     0.64600       1.0673       6.0707       4.8762       1.1944       7.4777       5.1319      85.1098       7.3966      -0.1586      -4.2949      21.9646     -27055.4     155064.6    -112093.9      -0.3202       1.8402
     0.64800       1.1635       6.0500       4.8907       1.1593       7.4507       5.1019      85.1055       7.4187      -0.1598      -4.2857      22.0132     -27081.4     154624.0    -111303.5      -0.3205       1.8348
     0.65000       1.2635       6.0305       4.9052       1.1252       7.4229       5.0709      85.1012       7.4408      -0.1609      -4.2764      22.0632     -27107.6     154201.5    -110497.5      -0.3208       1.8296
     0.65200       1.3674       6.0121       4.9198       1.0923       7.3943       5.0390      85.0970       7.4630      -0.1621      -4.2672      22.1146     -27134.1     153797.5    -109676.1      -0.3211       1.8246
     0.65400       1.4750       5.9949       4.9344       1.0605       7.3648       5.0062      85.0927       7.4852      -0.1633      -4.2581      22.1674     -27160.9     153412.2    -108839.8      -0.3214       1.8198
     0.65600       1.5865       5.9788       4.9490       1.0298       7.3345       4.9725      85.0884       7.5075      -0.1644      -4.2489      22.2217     -27188.1     153046.1    -107989.0      -0.3217       1.8153
     0.65800       1.7016       5.9640       4.9637       1.0004       7.3034       4.9380      85.0842       7.5298      -0.1655      -4.2399      22.2775     -27215.6     152699.3    -107124.1      -0.3221       1.8109
     0.66000       1.8203       5.9504       4.9783       0.9720       7.2716       4.9026      85.0800       7.5522      -0.1667      -4.2309      22.3348     -27243.5     152372.2    -106245.6      -0.3224       1.8068
     0.66200       1.9427       5.9380       4.9931       0.9449       7.2389       4.8664      85.0757       7.5747      -0.1678      -4.2219      22.3936     -27271.9     152065.1    -105353.9      -0.3227       1.8030
     0.66400       2.0686       5.9269       5.0078       0.9190       7.2055       4.8293      85.0715       7.5972      -0.1689      -4.2130      22.4539     -27300.8     151778.1    -104449.4      -0.3231       1.7993
     0.66600       2.1980       5.9170       5.0226       0.8943       7.1714       4.7914      85.0673       7.6198      -0.1700      -4.2042      22.5158     -27330.1     151511.6    -103532.5      -0.3234       1.7959
     0.66800       2.3308       5.9083       5.0375       0.8708       7.1365       4.7528      85.0631       7.6424      -0.1711      -4.1955      22.5793     -27360.1     151265.8    -102603.8      -0.3238       1.7928
     0.67000       2.4670       5.9010       5.0524       0.8486       7.1009       4.7133      85.0589       7.6651      -0.1722      -4.1868      22.6443     -27390.6     151041.0    -101663.6      -0.3241       1.7899
     0.67200       2.6065       5.8949       5.0673       0.8276       7.0647       4.6731      85.0548       7.6879      -0.1732      -4.1783      22.7110     -27421.7     150837.4    -100712.4      -0.3245       1.7872
     0.67400       2.7492       5.8901       5.0823       0.8078       7.0277       4.6322      85.0506       7.7107      -0.1743      -4.1698      22.7793     -27453.5     150655.2     -99750.8      -0.3249       1.7848
     0.67600       2.8952       5.8866       5.0973       0.7894       6.9902       4.5905      85.0464       7.7336      -0.1754      -4.1614      22.8493     -27485.9     150494.6     -98779.1      -0.3252       1.7827
     0.67800       3.0443       5.8845       5.1123       0.7721       6.9520       4.5481      85.0423       7.7566      -0.1764      -4.1532      22.9208     -27519.1     150355.9     -97797.8      -0.3256       1.7808
     0.68000       3.1964       5.8837       5.1274       0.7562       6.9131       4.5050      85.0381       7.7796      -0.1774      -4.1450      22.9941     -27553.0     150239.2     -96807.5      -0.3260       1.7791
     0.68200       3.3515       5.8842       5.1426       0.7416       6.8737       4.4613      85.0340       7.8027      -0.1784      -4.1369      23.0691     -27587.7     150144.7     -95808.5      -0.3264       1.7777
     0.68400       3.5096       5.8860       5.1578       0.7282       6.8337       4.4169      85.0299       7.8259      -0.1794      -4.1290      23.1457     -27623.1     150072.6     -94801.5      -0.3268       1.7766
     0.68600       3.6705       5.8892       5.1730       0.7162       6.7932       4.3718      85.0257       7.8492      -0.1804      -4.1212      23.2241     -27659.4     150023.1     -93786.8      -0.3273       1.7758
     0.68800       3.8342       5.8938       5.1883       0.7054       6.7521       4.3262      85.0216       7.8725      -0.1814      -4.1134      23.3042     -27696.5     149996.4     -92765.1      -0.3277       1.7752
     0.69000       4.0006       5.8997       5.2037       0.6960       6.7106       4.2799      85.0175       7.8959      -0.1824      -4.1059      23.3860     -27734.5     149992.6     -91736.7      -0.3281       1.7749
     0.69200       4.1697       5.9069       5.2191       0.6879       6.6685       4.2331      85.0134       7.9194      -0.1834      -4.0984      23.4696     -27773.4     150011.7     -90702.2      -0.3286       1.7748
     0.69400       4.3413       5.9156       5.2345       0.6811       6.6259       4.1857      85.0093       7.9430      -0.1843      -4.0911      23.5549     -27813.2     150054.1     -89662.1      -0.3291       1.7750
     0.69600       4.5154       5.9256       5.2501       0.6756       6.5829       4.1377      85.0052       7.9667      -0.1853      -4.0839      23.6420     -27854.0     150119.7     -88616.9      -0.3295       1.7755
     0.69800       4.6920       5.9370       5.2656       0.6714       6.5395       4.0893      85.0012       7.9904      -0.1862      -4.0769      23.7309     -27895.7     150208.8     -87567.2      -0.3300       1.7763
     0.70000       4.8709       5.9498       5.2812       0.6686       6.4957       4.0404      84.9971       8.0143      -0.1871      -4.0699      23.8215     -27938.3     150321.3     -86513.4      -0.3305       1.7774
     0.70200       5.0520       5.9640       5.2969       0.6671       6.4515       3.9909      84.9930       8.0382      -0.1880      -4.0632      23.9140     -27982.0     150457.5     -85456.1      -0.3310       1.7787
     0.70400       5.2354       5.9796       5.3127       0.6669       6.4069       3.9411      84.9890       8.0622      -0.1889      -4.0566      24.0082     -28026.7     150617.4     -84395.7      -0.3316       1.7803
     0.70600       5.4208       5.9965       5.3285       0.6680       6.3620       3.8908      84.9849       8.0864      -0.1898      -4.0501      24.1043     -28072.4     150801.0     -83332.9      -0.3321       1.7822
     0.70800       5.6083       6.0149       5.3443       0.6705       6.3168       3.8401      84.9809       8.1106      -0.1907      -4.0438      24.2022     -28119.2     151008.5     -82268.1      -0.3326       1.7844
     0.71000       5.7977       6.0346       5.3603       0.6743       6.2712       3.7890      84.9768       8.1349      -0.1916      -4.0376      24.3018     -28167.0     151239.8     -81201.9      -0.3332       1.7868
